FID,block_id,census_year,clue_small_area,commercial_accommodation,common_area,community_use,educational_research,entertainment_recreation_indoor,equipment_installation,hospital_clinic,house_townhouse,institutional_accommodation,manufacturing,office,park_reserve,parking_commercial_covered,parking_commercial_uncovered,parking_private_covered,parking_private_uncovered,performances_conferences_ceremonies,private_outdoor_space,public_display_area,residential_apartment,retail_cars,retail_shop,retail_showroom,retail_stall,sports_and_recreation_outdoor,square_promenade,storage,student_accommodation,total_space_in_block,transport,transport_storage_uncovered,unoccupied_under_construction,unoccupied_under_demolition_condemned,unoccupied_under_renovation,unoccupied_undeveloped_site,unoccupied_unused,wholesale,workshop_studio,wkb_geometry
com_clue_floor_use_block_2016.34,34,2016,Melbourne (CBD),7148,57717,,1868,3777,8424,1118,0,0,0,106052,0,,0,16140,0,0,1187,0,2257,0,6737,0,,0,0,1487,0,248140.75,0,0,0,0,22350,0,8374,264,867,"MULTIPOLYGON (((-37.81693275483557 144.9615868126621, -37.815954663923016 144.96113303041332, -37.81523450714485 144.96361210868025, -37.816216607301676 144.96406083755923, -37.81693275483557 144.9615868126621)))"
com_clue_floor_use_block_2016.25,25,2016,Melbourne (CBD),11182,30782,0,15944,2515,3734,2242,0,0,0,43832,0,3815,0,4588,0,0,839,0,12596,0,10520,,0,0,0,2566,0,163558.4375,0,0,0,0,,0,15448,1309,1192,"MULTIPOLYGON (((-37.816216607301676 144.96406083755923, -37.81549294659176 144.96653404672136, -37.81647603304798 144.96698248107236, -37.817195916800145 144.964510359889, -37.816216607301676 144.96406083755923)))"
com_clue_floor_use_block_2016.24,24,2016,Melbourne (CBD),0,68937,0,2888,4657,4634,2020,0,0,0,145854,0,10143,0,17146,0,0,1387,0,15546,0,3802,0,0,0,0,778,0,295251.28125,0,0,0,0,2303,0,15158,0,0,"MULTIPOLYGON (((-37.81790441491363 144.962034185309, -37.81693275483557 144.9615868126621, -37.816216607301676 144.96406083755923, -37.817195916800145 144.964510359889, -37.81790441491363 144.962034185309)))"
com_clue_floor_use_block_2016.33,33,2016,Melbourne (CBD),6860,26424,0,5815,8993,2127,1513,0,0,0,53913,0,0,0,6360,0,4876,642,0,19531,0,3134,0,0,0,0,2117,0,158242.15625,0,0,0,0,1828,0,14109,0,0,"MULTIPOLYGON (((-37.815954663923016 144.96113303041332, -37.81693275483557 144.9615868126621, -37.817650679029995 144.95911366854256, -37.816648061466275 144.95865041585787, -37.81664798251988 144.95865069634866, -37.815954663923016 144.96113303041332)))"
com_clue_floor_use_block_2016.23,23,2016,Melbourne (CBD),9630,32333,0,,4145,5976,,0,0,0,24521,0,2422,0,2086,0,,4118,0,4961,0,2083,0,,0,0,,0,140632.546875,0,0,0,0,38482,0,7781,0,0,"MULTIPOLYGON (((-37.81860301692971 144.9595547455125, -37.817650679029995 144.95911366854256, -37.81693275483557 144.9615868126621, -37.81790441491363 144.962034185309, -37.81860301692971 144.9595547455125)))"
com_clue_floor_use_block_2016.14,14,2016,Melbourne (CBD),20459,39215,0,22028,10210,1215,297,0,0,0,27285,0,26118,0,1255,0,0,1372,0,8002,0,3680,,0,0,0,824,0,167844.0625,0,0,0,0,946,0,4482,0,,"MULTIPOLYGON (((-37.81790441491363 144.962034185309, -37.817195916800145 144.964510359889, -37.81818071977549 144.96496821501876, -37.818897006549356 144.9624829043299, -37.81790441491363 144.962034185309)))"
com_clue_floor_use_block_2016.4,4,2016,Melbourne (CBD),0,12761,0,,4368,0,0,0,0,0,12071,,0,0,0,0,0,,,0,0,1046,0,347,0,,0,0,72624.2265625,0,0,0,0,0,0,1674,0,0,"MULTIPOLYGON (((-37.81974299159314 144.96475635062856, -37.82008784857754 144.96308028179104, -37.82024182629138 144.9623318816039, -37.820304724234404 144.96214825697547, -37.820564881840326 144.96138874483285, -37.81921683911849 144.96137965751842, -37.818897006549356 144.9624829043299, -37.81818071977549 144.96496821501876, -37.81792301205209 144.96585853713435, -37.818026887545976 144.96590395322647, -37.81787765184793 144.96645274324584, -37.81776665457735 144.96639694460586, -37.817464744736455 144.96743801558117, -37.81922045406143 144.96824653356234, -37.819390275853856 144.96668258327344, -37.81943903131792 144.9662335402619, -37.81971312989022 144.9649014775664, -37.81974299159314 144.96475635062856)))"
com_clue_floor_use_block_2016.13,13,2016,Melbourne (CBD),0,19148,0,1440,1858,,0,0,0,0,38735,0,8110,0,10542,0,0,3149,4171,6925,0,2387,,0,0,0,,0,103334.3984375,0,0,0,0,0,0,4860,0,0,"MULTIPOLYGON (((-37.81961074562456 144.960020837887, -37.81867486242457 144.95958793687504, -37.81860301692971 144.9595547455125, -37.81790441491363 144.962034185309, -37.818897006549356 144.9624829043299, -37.81921683911849 144.96137965751842, -37.81961074562456 144.960020837887)))"
com_clue_floor_use_block_2016.2,2,2016,Melbourne (CBD),0,2445,0,0,5636,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,21569.00976562,0,0,0,0,0,0,,0,0,"MULTIPOLYGON (((-37.820564881840326 144.96138874483285, -37.820849310849475 144.96055835039277, -37.82195089296171 144.95828316563768, -37.82205443973877 144.95807764688166, -37.82154545452571 144.95802062841665, -37.82145151345558 144.95800696405072, -37.82135827061352 144.95798710600798, -37.82126598289142 144.9579611097138, -37.82117490381361 144.9579290443181, -37.821085284575474 144.95789100061856, -37.8203584892628 144.95755484937237, -37.81961074562456 144.960020837887, -37.81921683911849 144.96137965751842, -37.820564881840326 144.96138874483285)))"
com_clue_floor_use_block_2016.72,72,2016,Melbourne (CBD),0,20577,0,3653,4636,1447,0,0,,0,25631,0,18249,0,7629,0,13942,527,0,20176,0,911,,0,0,0,629,0,123549.046875,0,0,0,0,1145,0,3236,0,0,"MULTIPOLYGON (((-37.81442481994765 144.954826993148, -37.81344766629263 144.95437471767974, -37.812738569666976 144.95686088439007, -37.813715860272 144.9573083858407, -37.81442481994765 144.954826993148)))"
com_clue_floor_use_block_2016.62,62,2016,Melbourne (CBD),6574,35289,0,3769,4530,3357,0,0,0,0,54045,,23274,0,10819,0,0,2640,0,33751,0,,0,0,0,0,,0,187587.9375,0,0,0,0,,0,8026,0,0,"MULTIPOLYGON (((-37.81540463503014 144.95527793086956, -37.81442481994765 144.954826993148, -37.813715860272 144.9573083858407, -37.81469699639535 144.9577608816357, -37.81540463503014 144.95527793086956)))"
com_clue_floor_use_block_2016.52,52,2016,Melbourne (CBD),0,70724,0,0,4775,18334,,0,0,0,149510,0,15593,0,36103,0,0,2699,0,0,0,1754,0,0,0,0,0,0,345900,0,0,0,0,28156,0,18063,0,,"MULTIPOLYGON (((-37.81638573508214 144.95573010431303, -37.81540463503014 144.95527793086956, -37.81469699639535 144.9577608816357, -37.815681176130035 144.95820684587977, -37.81638573508214 144.95573010431303)))"
com_clue_floor_use_block_2016.42,42,2016,Melbourne (CBD),0,33300,0,3725,2729,2951,1616,0,1328,0,77714,0,,0,13005,0,0,2959,0,0,0,1300,0,,0,0,,0,165754.734375,0,0,0,0,683,0,23283,0,0,"MULTIPOLYGON (((-37.81737347041394 144.95617733838964, -37.81638573508214 144.95573010431303, -37.815681176130035 144.95820684587977, -37.81664798251988 144.95865069634866, -37.816648061466275 144.95865041585787, -37.81737347041394 144.95617733838964)))"
com_clue_floor_use_block_2016.32,32,2016,Melbourne (CBD),9366,47546,0,,1563,6578,653,0,0,0,118441,0,0,0,25478,0,2436,2192,0,7347,0,3139,,,0,0,,0,245974.453125,0,0,0,0,1712,0,17661,0,0,"MULTIPOLYGON (((-37.818356664269686 144.95662646193142, -37.81737347041394 144.95617733838964, -37.816648061466275 144.95865041585787, -37.817650679029995 144.95911366854256, -37.818356664269686 144.95662646193142)))"
com_clue_floor_use_block_2016.22,22,2016,Melbourne (CBD),9369,54911,0,,7941,2918,,0,0,0,100467,0,38837,0,,0,,1620,0,0,0,1780,0,0,0,0,,0,260670.3125,0,0,0,0,2742,0,35865,0,0,"MULTIPOLYGON (((-37.819394368718136 144.95710660914565, -37.818356664269686 144.95662646193142, -37.817650679029995 144.95911366854256, -37.81860301692971 144.9595547455125, -37.81867486242457 144.95958793687504, -37.819394368718136 144.95710660914565)))"
com_clue_floor_use_block_2016.12,12,2016,Melbourne (CBD),7148,36702,,4472,7771,6701,0,1280,0,0,58869,0,33215,0,5362,0,0,929,0,10219,0,1445,0,0,0,0,,0,196008.625,0,0,0,0,0,0,20032,0,0,"MULTIPOLYGON (((-37.8203584892628 144.95755484937237, -37.819394368718136 144.95710660914565, -37.81867486242457 144.95958793687504, -37.81961074562456 144.960020837887, -37.8203584892628 144.95755484937237)))"
com_clue_floor_use_block_2016.1,1,2016,Melbourne (CBD),0,10335,,0,659,,0,0,0,0,11416,,5543,,4747,0,0,2885,0,23980,0,705,0,0,0,0,0,0,80830.0234375,,0,0,0,0,0,325,0,0,"MULTIPOLYGON (((-37.82110821586742 144.95504986986, -37.821097742351554 144.95508597863275, -37.8203584892628 144.95755484937237, -37.821085284575474 144.95789100061856, -37.82117490381361 144.9579290443181, -37.82126598289142 144.9579611097138, -37.82135827061352 144.95798710600798, -37.82145151345558 144.95800696405072, -37.82154545452571 144.95802062841665, -37.82205443973877 144.95807764688166, -37.82310275616476 144.9559968737463, -37.82110821586742 144.95504986986)))"
com_clue_floor_use_block_2016.11,11,2016,Melbourne (CBD),20138,16159,0,0,5728,,,0,0,0,10626,0,,0,6783,0,0,945,,39850,0,969,0,0,,0,1040,0,116976.6171875,0,0,,0,1514,0,6045,0,0,"MULTIPOLYGON (((-37.821097742351554 144.95508597863275, -37.820098020541145 144.95462516027246, -37.819394368718136 144.95710660914565, -37.8203584892628 144.95755484937237, -37.821097742351554 144.95508597863275)))"
com_clue_floor_use_block_2016.21,21,2016,Melbourne (CBD),15091,35426,0,0,1527,1159,0,0,0,0,42379,0,24436,0,13747,0,0,3807,0,0,0,,0,0,0,0,,0,253484.015625,0,0,87048,0,0,0,27653,0,0,"MULTIPOLYGON (((-37.819069339887285 144.95415181309426, -37.818356664269686 144.95662646193142, -37.819394368718136 144.95710660914565, -37.820098020541145 144.95462516027246, -37.819069339887285 144.95415181309426)))"
com_clue_floor_use_block_2016.31,31,2016,Melbourne (CBD),0,31852,0,11270,5788,2043,303,0,0,0,16903,0,4147,0,19804,0,0,824,0,39405,0,5569,0,0,0,0,6084,2145,201793.828125,0,0,24180,0,12854,0,18624,0,0,"MULTIPOLYGON (((-37.81808382108412 144.95369833887233, -37.81737347041394 144.95617733838964, -37.818356664269686 144.95662646193142, -37.819069339887285 144.95415181309426, -37.81808382108412 144.95369833887233)))"
com_clue_floor_use_block_2016.41,41,2016,Melbourne (CBD),8821,15002,0,0,4859,,0,0,0,0,37676,0,0,0,4809,,2495,3692,0,3634,0,350,0,0,0,0,,0,86188.9921875,0,0,0,0,,0,1833,0,0,"MULTIPOLYGON (((-37.81710440178117 144.95324768169135, -37.81638573508214 144.95573010431303, -37.81737347041394 144.95617733838964, -37.81808382108412 144.95369833887233, -37.81710440178117 144.95324768169135)))"
com_clue_floor_use_block_2016.61,61,2016,Melbourne (CBD),3116,38693,0,5844,4532,11059,0,0,0,0,654,0,0,0,25319,0,,1424,0,83005,0,318,0,0,0,0,,0,219560.625,0,0,38462,0,4327,0,2353,0,0,"MULTIPOLYGON (((-37.81513667217536 144.9523423122654, -37.81442481994765 144.954826993148, -37.81540463503014 144.95527793086956, -37.81611799411819 144.95279382101592, -37.81513667217536 144.9523423122654)))"
com_clue_floor_use_block_2016.1101,1101,2016,Docklands,11114,60722,0,0,3610,6061,0,0,0,0,79000,,34301,0,16042,0,0,44342,0,11231,0,26405,0,62,0,0,,0,355151.03125,47322,0,0,0,,,,0,,"MULTIPOLYGON (((-37.814251448210136 144.94770379575291, -37.81371680952047 144.9472398445013, -37.81247591652939 144.94580297729254, -37.81203304870601 144.94500449787512, -37.81164640748115 144.9460199293329, -37.810957425871244 144.94782534503366, -37.811569124118925 144.94815564055054, -37.811657148554325 144.9482556360501, -37.812567696297734 144.94929003455434, -37.81348209322955 144.95032884431015, -37.81316769936383 144.95143788635392, -37.81417025807345 144.95189767407942, -37.81513667217536 144.9523423122654, -37.81611799411819 144.95279382101592, -37.81710440178117 144.95324768169135, -37.81808382108412 144.95369833887233, -37.819069339887285 144.95415181309426, -37.820098020541145 144.95462516027246, -37.821097742351554 144.95508597863275, -37.82110821586742 144.95504986986, -37.82126373115777 144.95451368282045, -37.82008651685652 144.95295869612238, -37.82000627942717 144.95268873406962, -37.81999107948058 144.95268174600767, -37.81998084321681 144.9526770394036, -37.8199969007289 144.95262155713598, -37.81969777788369 144.952484023763, -37.81977049346602 144.9522326976983, -37.81976787174875 144.95222921438452, -37.81977342111928 144.95222257882057, -37.81978835689676 144.95217095604204, -37.81978977228167 144.95216606493622, -37.81989067358652 144.95181648645422, -37.819827497778775 144.95177359597096, -37.81931545909199 144.9514259696681, -37.8179230182729 144.95041498077157, -37.81618443000552 144.9493810212961, -37.81562143574979 144.94895937005583, -37.814251448210136 144.94770379575291)))"
com_clue_floor_use_block_2016.71,71,2016,Melbourne (CBD),1139,2140,0,0,503,0,0,0,0,0,2558,0,0,0,,0,0,0,0,0,0,251,0,0,0,0,273,0,52018.1015625,0,0,32336,0,0,,,0,0,"MULTIPOLYGON (((-37.81417025807345 144.95189767407942, -37.81344766629263 144.95437471767974, -37.81442481994765 144.954826993148, -37.81513667217536 144.9523423122654, -37.81417025807345 144.95189767407942)))"
com_clue_floor_use_block_2016.82,82,2016,Melbourne (CBD),0,27188,0,2442,2385,3013,,0,0,0,68813,0,5559,0,7344,,31260,2125,0,4018,0,746,0,,0,0,,0,165341.296875,1281,0,0,0,2997,0,5274,0,0,"MULTIPOLYGON (((-37.81344766629263 144.95437471767974, -37.81246600266657 144.9539196099459, -37.811761533451126 144.95641765023836, -37.812738569666976 144.95686088439007, -37.81344766629263 144.95437471767974)))"
com_clue_floor_use_block_2016.91,91,2016,West Melbourne (Residential),0,8967,0,3026,314,3030,,255,0,0,6125,0,0,,8696,0,0,3913,0,21483,0,332,964,0,0,0,0,0,60165.98046875,0,0,0,0,0,0,523,,,"MULTIPOLYGON (((-37.81139888621878 144.95342562308844, -37.81246600266657 144.9539196099459, -37.81316769936383 144.95143788635392, -37.812101578761876 144.95094260991232, -37.81139888621878 144.95342562308844)))"
com_clue_floor_use_block_2016.81,81,2016,Melbourne (CBD),16258,24573,0,21224,1312,0,0,1656,0,,1251,0,0,0,12309,0,0,5197,,30119,0,,0,0,0,0,,0,117063.46875,0,0,0,0,0,0,,0,0,"MULTIPOLYGON (((-37.81246600266657 144.9539196099459, -37.81344766629263 144.95437471767974, -37.81417025807345 144.95189767407942, -37.81316769936383 144.95143788635392, -37.81246600266657 144.9539196099459)))"
com_clue_floor_use_block_2016.657,657,2016,East Melbourne,0,3460,0,,0,0,0,17558,,0,0,0,0,0,1956,0,0,9362,0,9910,0,0,0,0,0,0,0,0,43561.87109375,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.817346713273935 144.9878969844568, -37.81743525351291 144.98882542132947, -37.817498192614224 144.98881475567057, -37.81761280329104 144.98995535726976, -37.81761437609546 144.98995500220366, -37.81788746869003 144.98988892150487, -37.81797036825223 144.9898707684804, -37.818610936339056 144.9897574459656, -37.819045917066624 144.9896888626679, -37.819379359735365 144.98963287264704, -37.81937966615831 144.98963282116372, -37.81920091887608 144.9876006722914, -37.817346713273935 144.9878969844568)))"
com_clue_floor_use_block_2016.849,849,2016,South Yarra,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4807,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.827720852581805 144.9849764310525, -37.82818033858758 144.98626008746825, -37.82968787075996 144.98791208157317, -37.82968977812209 144.98791174002926, -37.83019876425549 144.9878205933219, -37.83053288332388 144.98779409794616, -37.83007080897151 144.98733698759307, -37.82933456255552 144.9865702261557, -37.82932081215459 144.98655498311498, -37.828941928903525 144.9861349658913, -37.82863612677093 144.98572763345973, -37.82848435690219 144.9854606513733, -37.82834434721892 144.9851312930151, -37.828330037074025 144.98494634500543, -37.8283451992316 144.98485261567853, -37.827720852581805 144.9849764310525)))"
com_clue_floor_use_block_2016.855,855,2016,South Yarra,0,5106,0,18231,0,,0,13104,0,0,0,0,0,0,,0,0,25491,0,2743,0,0,0,0,0,0,0,0,65307.12109375,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.83074200420505 144.986267973488, -37.83348186560031 144.98569729010336, -37.83325869594531 144.98387762358715, -37.830511758303984 144.98442294790144, -37.83074200420505 144.986267973488)))"
com_clue_floor_use_block_2016.853,853,2016,South Yarra,0,3562,0,0,0,0,0,9198,0,0,0,0,0,0,2535,0,0,13485,0,14500,0,0,0,0,0,0,0,0,43280.58984375,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.830511758303984 144.98442294790144, -37.8283451992316 144.98485261567853, -37.828330037074025 144.98494634500543, -37.82834434721892 144.9851312930151, -37.82848435690219 144.9854606513733, -37.82863612677093 144.98572763345973, -37.828941928903525 144.9861349658913, -37.82932081215459 144.98655498311498, -37.83074200420505 144.986267973488, -37.830511758303984 144.98442294790144)))"
com_clue_floor_use_block_2016.854,854,2016,South Yarra,0,,0,0,0,0,0,1955,0,0,0,,0,0,1666,0,0,3155,0,7001,0,0,0,0,0,0,0,0,15650.30957031,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.83074200420505 144.986267973488, -37.82932081215459 144.98655498311498, -37.82933456255552 144.9865702261557, -37.83007080897151 144.98733698759307, -37.83053288332388 144.98779409794616, -37.830535889179636 144.98779385948535, -37.83077999463906 144.98787205652226, -37.83093378275496 144.98792185964632, -37.83094878582037 144.98792514472916, -37.83074200420505 144.986267973488)))"
com_clue_floor_use_block_2016.867,867,2016,South Yarra,0,386,0,,0,0,0,3743,0,0,0,0,0,0,,0,,7652,0,1786,0,0,0,0,0,0,0,0,18288.65039062,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.8401099149433 144.98517423412338, -37.83923212973004 144.98535138545884, -37.83919683373717 144.98530069607008, -37.83875459900407 144.98538779758326, -37.83820042695027 144.98549694272842, -37.83820001200586 144.98549702446965, -37.83833117828084 144.98651885143224, -37.83842318273597 144.98650240114125, -37.840240652133325 144.98613060481367, -37.8401099149433 144.98517423412338)))"
com_clue_floor_use_block_2016.868,868,2016,South Yarra,0,1325,0,2722,0,0,0,6533,0,0,0,0,0,0,,0,,12806,0,2368,0,0,0,0,0,0,0,0,27002.359375,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.842924734152035 144.98442429771993, -37.84134051367503 144.98474176690638, -37.84126009115955 144.9848465891963, -37.84101108215677 144.9848975577809, -37.84101450336711 144.98492448053392, -37.84099671701272 144.98492812145088, -37.84099757209864 144.98493485271206, -37.84015138887886 144.98510805177423, -37.8401099149433 144.98517423412338, -37.840240652133325 144.98613060481367, -37.843073176711016 144.9855511201804, -37.842924734152035 144.98442429771993)))"
com_clue_floor_use_block_2016.869,869,2016,South Yarra,0,3076,0,0,0,0,0,7232,0,0,0,0,0,0,1984,0,0,8077,0,11007,0,0,0,0,0,0,0,0,31374.26953125,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.842924734152035 144.98442429771993, -37.843073176711016 144.9855511201804, -37.84464053549472 144.98523044519018, -37.84567824232697 144.98502208651, -37.84554268122852 144.98398635422615, -37.844504644302724 144.98420263401752, -37.84448980782457 144.98429307508096, -37.843652232654506 144.98447165842995, -37.843549337301106 144.9842991257336, -37.842924734152035 144.98442429771993)))"
com_clue_floor_use_block_2016.857,857,2016,South Yarra,0,6180,0,,0,0,0,19255,0,0,0,0,0,0,,0,0,25708,0,21918,0,0,0,0,0,0,0,0,79256.3828125,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.83074200420505 144.986267973488, -37.83094878582037 144.98792514472916, -37.831148808749035 144.98796893355862, -37.831373231991904 144.98792999095716, -37.83464730751434 144.98729726289073, -37.83473573791003 144.98727352827908, -37.834523296576904 144.9854803589228, -37.83348186560031 144.98569729010336, -37.83074200420505 144.986267973488)))"
com_clue_floor_use_block_2016.858,858,2016,South Yarra,,7121,0,,0,2029,0,12515,0,0,0,0,0,0,5951,0,0,28296,0,34906,0,0,0,0,0,0,0,0,92304.09375,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.83452263311396 144.98547476497137, -37.834523296576904 144.9854803589228, -37.83473573791003 144.98727352827908, -37.83491301850498 144.9872259463329, -37.83601974584698 144.98699192455095, -37.83722440541403 144.98674553964898, -37.83823174024787 144.98653663218542, -37.83833117828084 144.98651885143224, -37.83820001200586 144.98549702446965, -37.83809857952702 144.98470687785533, -37.83452263311396 144.98547476497137)))"
com_clue_floor_use_block_2016.859,859,2016,South Yarra,0,3917,0,0,,0,0,7690,0,0,,0,0,0,1378,0,0,17620,0,20913,0,0,0,0,0,0,0,0,52410.9609375,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.83452263311396 144.98547476497137, -37.83809857952702 144.98470687785533, -37.83795528017765 144.98359533162593, -37.83438398414385 144.98433978132525, -37.83452263311396 144.98547476497137)))"
com_clue_floor_use_block_2016.856,856,2016,South Yarra,0,1659,0,0,0,0,0,6653,0,0,0,0,0,0,1978,0,0,7222,0,5819,0,0,0,0,0,0,0,0,23330.11914062,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.83325869594531 144.98387762358715, -37.83348186560031 144.98569729010336, -37.834523296576904 144.9854803589228, -37.83452263311396 144.98547476497137, -37.83438398414385 144.98433978132525, -37.834297280179015 144.98367143053332, -37.83325869594531 144.98387762358715)))"
com_clue_floor_use_block_2016.612,612,2016,East Melbourne,3075,2665,0,0,0,0,303,9802,0,0,359,0,0,0,1227,0,0,7686,0,7046,0,,0,0,0,0,,0,32246.43945312,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.81098910521334 144.98877406505628, -37.81070355880385 144.98615906360487, -37.80932737022622 144.98639056717516, -37.80960429814122 144.98900507695907, -37.81098910521334 144.98877406505628)))"
com_clue_floor_use_block_2016.601,601,2016,East Melbourne,4951,1949,0,0,0,0,,3742,0,0,0,0,0,0,,0,3344,8761,0,,0,0,0,0,0,0,0,0,24617.4296875,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.81098910521334 144.98877406505628, -37.80960429814122 144.98900507695907, -37.8098471036877 144.99129789523084, -37.811244482158145 144.99105718820198, -37.81098910521334 144.98877406505628)))"
com_clue_floor_use_block_2016.613,613,2016,East Melbourne,2382,19663,0,0,726,,1662,1128,0,0,2425,0,,0,20468,0,0,3940,2745,40769,0,698,0,0,0,0,0,0,97876.53125,0,0,0,0,,0,359,0,0,"MULTIPOLYGON (((-37.81041158259176 144.9835447671369, -37.8090499893291 144.98377235212345, -37.80932737022622 144.98639056717516, -37.81070355880385 144.98615906360487, -37.81041158259176 144.9835447671369)))"
com_clue_floor_use_block_2016.614,614,2016,East Melbourne,2561,8451,0,0,,,13900,1413,0,0,1158,0,7507,0,,,,9129,0,3711,0,,0,0,0,0,0,0,54132.76171875,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.81041158259176 144.9835447671369, -37.81070355880385 144.98615906360487, -37.81187808326623 144.98595864094875, -37.81158997130944 144.9833497853444, -37.81041158259176 144.9835447671369)))"
com_clue_floor_use_block_2016.615,615,2016,East Melbourne,0,11742,0,0,,2518,16696,5123,7125,0,390,0,0,0,9069,0,0,6750,0,23760,0,,0,0,0,0,0,0,84269.546875,0,0,0,0,0,0,261,0,0,"MULTIPOLYGON (((-37.81158997130944 144.9833497853444, -37.81187808326623 144.98595864094875, -37.81300420914026 144.9857704848495, -37.8127187277799 144.98315863713023, -37.81158997130944 144.9833497853444)))"
com_clue_floor_use_block_2016.616,616,2016,East Melbourne,850,,0,0,0,0,0,11998,0,0,,0,0,0,0,0,0,12159,667,0,0,0,0,0,0,0,0,0,25928.75,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.8127187277799 144.98315863713023, -37.81300420914026 144.9857704848495, -37.81412963708403 144.98557680574086, -37.81383584408938 144.9829702788892, -37.8127187277799 144.98315863713023)))"
com_clue_floor_use_block_2016.617,617,2016,East Melbourne,,2204,0,0,0,0,,9137,0,0,0,0,0,0,865,0,,8358,0,15006,0,,0,0,0,0,0,0,38332.5703125,0,0,0,0,0,,0,0,0,"MULTIPOLYGON (((-37.81383584408938 144.9829702788892, -37.81412963708403 144.98557680574086, -37.81525653249935 144.98538207474382, -37.814962553222166 144.98277704788438, -37.81383584408938 144.9829702788892)))"
com_clue_floor_use_block_2016.611,611,2016,East Melbourne,0,,,,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,20478,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.81187808326623 144.98595864094875, -37.81070355880385 144.98615906360487, -37.81098910521334 144.98877406505628, -37.81216621481714 144.9885687475238, -37.81187808326623 144.98595864094875)))"
com_clue_floor_use_block_2016.610,610,2016,East Melbourne,1073,866,0,0,0,0,0,13308,0,0,0,0,0,0,140,0,0,8056,0,4976,0,0,0,0,0,0,0,0,28419.41992188,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.81300420914026 144.9857704848495, -37.81187808326623 144.98595864094875, -37.81216621481714 144.9885687475238, -37.813299622590584 144.98837354073467, -37.81300420914026 144.9857704848495)))"
com_clue_floor_use_block_2016.609,609,2016,East Melbourne,0,1070,0,0,0,0,0,15438,0,0,0,0,0,0,,,0,7574,0,5027,0,0,0,0,0,0,0,0,29494.109375,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.81412963708403 144.98557680574086, -37.81300420914026 144.9857704848495, -37.813299622590584 144.98837354073467, -37.81442110235341 144.98818021407462, -37.81412963708403 144.98557680574086)))"
com_clue_floor_use_block_2016.608,608,2016,East Melbourne,0,1493,0,0,0,,0,8048,0,0,0,0,0,0,1378,0,0,9152,,8057,0,0,0,0,0,0,0,0,28693.63085938,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.81525653249935 144.98538207474382, -37.81412963708403 144.98557680574086, -37.81442110235341 144.98818021407462, -37.81554522162089 144.98799076798377, -37.81525653249935 144.98538207474382)))"
com_clue_floor_use_block_2016.607,607,2016,East Melbourne,2048,3655,0,0,980,,4007,5816,0,0,13491,0,0,0,4025,,0,6925,0,3120,0,602,0,0,0,0,0,0,46040.9296875,0,0,0,0,0,,1102,0,0,"MULTIPOLYGON (((-37.81525653249935 144.98538207474382, -37.81554522162089 144.98799076798377, -37.81665402306537 144.9877992696348, -37.81665425375571 144.98764302519805, -37.81647605323195 144.98607753492254, -37.816473184820765 144.98605424906881, -37.81639924934593 144.98537104988287, -37.81637948182137 144.9851964458714, -37.81525653249935 144.98538207474382)))"
com_clue_floor_use_block_2016.606,606,2016,East Melbourne,3188,1866,0,0,373,0,2384,2656,0,0,1208,0,0,0,994,0,0,5350,0,5584,0,0,0,0,0,0,0,0,24646.06054688,0,0,0,0,0,,,0,0,"MULTIPOLYGON (((-37.81554522162089 144.98799076798377, -37.81580206069802 144.99027204579195, -37.816887224639025 144.99008508650945, -37.816653709607436 144.98801085713714, -37.81665402306537 144.9877992696348, -37.81554522162089 144.98799076798377)))"
com_clue_floor_use_block_2016.605,605,2016,East Melbourne,0,1360,0,0,0,0,0,8440,0,0,0,0,0,0,,0,0,7547,0,7852,0,,0,0,0,0,0,0,25452.38085938,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.81554522162089 144.98799076798377, -37.81442110235341 144.98818021407462, -37.814682617813666 144.99046490505546, -37.81580206069802 144.99027204579195, -37.81554522162089 144.98799076798377)))"
