FID,block_id,census_year,clue_small_area,commercial_accommodation,common_area,community_use,educational_research,entertainment_recreation_indoor,equipment_installation,hospital_clinic,house_townhouse,institutional_accommodation,manufacturing,office,park_reserve,parking_commercial_covered,parking_commercial_uncovered,parking_private_covered,parking_private_uncovered,performances_conferences_ceremonies,private_outdoor_space,public_display_area,residential_apartment,retail_cars,retail_shop,retail_showroom,retail_stall,sports_and_recreation_outdoor,square_promenade,storage,student_accommodation,total_space_in_block,transport,transport_storage_uncovered,unoccupied_under_construction,unoccupied_under_demolition_condemned,unoccupied_under_renovation,unoccupied_undeveloped_site,unoccupied_unused,wholesale,workshop_studio,wkb_geometry
com_clue_floor_use_block_2016.720,720,2016,Melbourne (Remainder),0,17009,0,0,1362,1319,,0,0,0,31264,,,0,13843,0,0,9446,0,14060,0,526,0,0,0,0,0,0,97203.9296875,0,0,0,0,0,0,4392,0,0,"MULTIPOLYGON (((-37.83875399062732 144.97800140260793, -37.83908034608332 144.9765814305693, -37.838992234948925 144.9765493077357, -37.83619899203662 144.9755304063162, -37.83652679858564 144.9761833531632, -37.83663552510412 144.97632341582622, -37.83671121246556 144.9764396162482, -37.83678261623014 144.97656005189822, -37.836849586932686 144.97668446891322, -37.83691198497778 144.97681261088448, -37.83696968136499 144.9769442086113, -37.837022555142916 144.97707898926095, -37.83707049693416 144.9772166717275, -37.83713113416616 144.97720423514735, -37.837159699122594 144.97742570515183, -37.83735603560024 144.97749658476494, -37.83787876965763 144.97768530064084, -37.838140115271045 144.97777965158042, -37.83826635246638 144.97782522690306, -37.83866596106154 144.97796949528265, -37.83875399062732 144.97800140260793)))"
com_clue_floor_use_block_2016.865,865,2016,South Yarra,0,2097,0,,,0,0,4804,0,0,0,0,0,0,937,0,0,6546,0,7006,0,0,0,0,0,0,0,0,21804.73046875,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.8351979767375 144.97858890440338, -37.8372538632015 144.9781557950956, -37.837159699122594 144.97742570515183, -37.83713113416616 144.97720423514735, -37.83707049693416 144.9772166717275, -37.83507555768606 144.97762579314036, -37.8351979767375 144.97858890440338)))"
com_clue_floor_use_block_2016.866,866,2016,South Yarra,0,,1490,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,307,0,415065.8125,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.83772230722857 144.98178838036026, -37.83795528017765 144.98359533162593, -37.83809857952702 144.98470687785533, -37.83820001200586 144.98549702446965, -37.83820042695027 144.98549694272842, -37.83875459900407 144.98538779758326, -37.83919683373717 144.98530069607008, -37.83923212973004 144.98535138545884, -37.8401099149433 144.98517423412338, -37.84015138887886 144.98510805177423, -37.84099757209864 144.98493485271206, -37.84099671701272 144.98492812145088, -37.84101450336711 144.98492448053392, -37.84101108215677 144.9848975577809, -37.84126009115955 144.9848465891963, -37.84134051367503 144.98474176690638, -37.842924734152035 144.98442429771993, -37.843549337301106 144.9842991257336, -37.843652232654506 144.98447165842995, -37.84448980782457 144.98429307508096, -37.844504644302724 144.98420263401752, -37.84554268122852 144.98398635422615, -37.84506091172651 144.9803060374978, -37.84423494318082 144.9800030389368, -37.84371759272384 144.97981325799424, -37.8434499079314 144.97971506195253, -37.8429264417815 144.97952303233518, -37.84266476118651 144.97942703693911, -37.84214699480193 144.97924641822613, -37.84188685316012 144.979149791776, -37.84162382914305 144.97905209577706, -37.84110416402929 144.97885907466676, -37.841018486943575 144.97882686257122, -37.840932808949255 144.9787946505707, -37.84041332671142 144.97860548237117, -37.84015028185509 144.97850969624776, -37.83962789911707 144.9783194758055, -37.83910692443367 144.97812977055764, -37.83884201928463 144.97803331002936, -37.83875399062732 144.97800140260793, -37.83866596106154 144.97796949528265, -37.83826635246638 144.97782522690306, -37.838140115271045 144.97777965158042, -37.83787876965763 144.97768530064084, -37.83735603560024 144.97749658476494, -37.837159699122594 144.97742570515183, -37.8372538632015 144.9781557950956, -37.83748908857597 144.97997975000615, -37.83772230722857 144.98178838036026)))"
com_clue_floor_use_block_2016.860,860,2016,South Yarra,0,9291,0,,0,0,0,25049,0,0,0,0,0,0,,0,0,20732,0,36994,0,0,0,0,0,0,0,0,96510.421875,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.83772230722857 144.98178838036026, -37.83415014421647 144.98253731699143, -37.834297280179015 144.98367143053332, -37.83438398414385 144.98433978132525, -37.83795528017765 144.98359533162593, -37.83772230722857 144.98178838036026)))"
com_clue_floor_use_block_2016.861,861,2016,South Yarra,0,6181,0,1601,1787,,0,20261,0,0,,0,0,0,2223,,0,19101,0,26878,0,376,0,0,0,0,0,0,84018.4921875,0,0,0,0,3568,0,,0,0,"MULTIPOLYGON (((-37.83748908857597 144.97997975000615, -37.833914198223546 144.98071885420242, -37.83415014421647 144.98253731699143, -37.83772230722857 144.98178838036026, -37.83748908857597 144.97997975000615)))"
com_clue_floor_use_block_2016.862,862,2016,South Yarra,3472,3787,0,0,2126,0,0,20505,0,0,0,,0,0,1576,0,0,18574,0,12947,0,0,0,0,0,0,,4736,73051.921875,0,0,2166,0,0,,,0,0,"MULTIPOLYGON (((-37.83748908857597 144.97997975000615, -37.8372538632015 144.9781557950956, -37.8351979767375 144.97858890440338, -37.83367931438472 144.97890882705093, -37.833914198223546 144.98071885420242, -37.83748908857597 144.97997975000615)))"
com_clue_floor_use_block_2016.750,750,2016,Southbank,0,10465,0,0,0,,,0,0,0,541,0,0,0,16070,0,0,,0,40914,0,0,0,0,0,0,,0,74330,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.82539900268882 144.96935913139882, -37.824957021164465 144.97087740784923, -37.82501724042883 144.97090501781494, -37.825200421997096 144.9709853157406, -37.825385336551996 144.9710590293462, -37.82557183530514 144.97112610017518, -37.82575976864465 144.971186474336, -37.8259489852148 144.97124010139174, -37.82613933201378 144.97128694003777, -37.826067880252744 144.96915678553142, -37.82539900268882 144.96935913139882)))"
com_clue_floor_use_block_2016.751,751,2016,Southbank,0,5582,0,17523,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,40668,0,0,0,0,,0,0,0,0,"MULTIPOLYGON (((-37.823743128285436 144.96861824898636, -37.82332680842492 144.97012997308397, -37.824957021164465 144.97087740784923, -37.82539900268882 144.96935913139882, -37.825792808716244 144.96800916227122, -37.823743128285436 144.96861824898636)))"
com_clue_floor_use_block_2016.742,742,2016,Southbank,0,13049,0,0,,447,0,0,0,0,0,,0,0,11066,0,0,12712,0,39585,0,0,0,0,0,0,0,0,79573,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.82843761679738 144.96848565804785, -37.828638284422425 144.96779526244137, -37.8285662554365 144.9671702206411, -37.825792808716244 144.96800916227122, -37.82539900268882 144.96935913139882, -37.826067880252744 144.96915678553142, -37.82837773487655 144.96845799194145, -37.82843761679738 144.96848565804785)))"
com_clue_floor_use_block_2016.738,738,2016,Southbank,0,16727,0,0,0,,0,0,0,0,9203,0,0,0,12263,0,,8757,0,33118,0,,0,0,0,0,0,0,82716.5234375,0,0,0,0,0,0,1087,0,0,"MULTIPOLYGON (((-37.82581568410798 144.96529969481364, -37.823290950676885 144.96605979728332, -37.82353632909382 144.96734021215823, -37.8262252684847 144.96652660840041, -37.825842099530334 144.96533886769438, -37.82581568410798 144.96529969481364)))"
com_clue_floor_use_block_2016.739,739,2016,Southbank,0,5709,0,16269,,,0,0,0,0,0,0,0,0,0,,12089,,0,0,0,0,0,0,0,0,0,0,39341,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.823743128285436 144.96861824898636, -37.825792808716244 144.96800916227122, -37.8262252684847 144.96652660840041, -37.82353632909382 144.96734021215823, -37.823743128285436 144.96861824898636)))"
com_clue_floor_use_block_2016.746,746,2016,Southbank,0,4658,0,0,,,0,0,0,0,29391,0,0,0,6074,0,0,,0,0,0,0,0,0,0,0,0,0,48288.87109375,0,0,0,0,,0,684,0,0,"MULTIPOLYGON (((-37.83038466750261 144.9652679457247, -37.829925833076224 144.9668467209345, -37.831046316600485 144.96735256998727, -37.83148556655095 144.9658440817434, -37.83078054089631 144.96514814333824, -37.83038466750261 144.9652679457247)))"
com_clue_floor_use_block_2016.745,745,2016,Southbank,0,1720,0,,0,0,0,0,0,0,4009,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,25757.44921875,0,0,0,0,0,0,0,0,,"MULTIPOLYGON (((-37.82832349158169 144.96589169564749, -37.83038466750261 144.9652679457247, -37.83078054089631 144.96514814333824, -37.82973409704853 144.96411521706167, -37.829366834652085 144.96422623449476, -37.82932443601251 144.9641497170399, -37.82868626854686 144.96437328980323, -37.82869689964577 144.96442874377018, -37.82808012767483 144.96461517607653, -37.82832349158169 144.96589169564749)))"
com_clue_floor_use_block_2016.744,744,2016,Southbank,0,6783,0,0,,,0,0,0,0,4249,,0,0,,0,0,8121,0,20777,0,0,0,0,0,0,0,0,47461.8984375,0,0,0,0,0,0,315,0,0,"MULTIPOLYGON (((-37.82832349158169 144.96589169564749, -37.8285662554365 144.9671702206411, -37.829796406173344 144.96679801947784, -37.829925833076224 144.9668467209345, -37.83038466750261 144.9652679457247, -37.82832349158169 144.96589169564749)))"
com_clue_floor_use_block_2016.741,741,2016,Southbank,0,5916,0,0,,,,0,0,0,5800,0,0,0,,0,,6065,,7628,0,,0,,0,,,0,37654.58984375,0,0,0,0,,0,712,0,0,"MULTIPOLYGON (((-37.82832349158169 144.96589169564749, -37.8262252684847 144.96652660840041, -37.825792808716244 144.96800916227122, -37.8285662554365 144.9671702206411, -37.82832349158169 144.96589169564749)))"
com_clue_floor_use_block_2016.743,743,2016,Southbank,0,420,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,12191,0,0,0,0,0,0,0,0,21834,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.8285662554365 144.9671702206411, -37.828638284422425 144.96779526244137, -37.82843761679738 144.96848565804785, -37.82932956340434 144.96889823314262, -37.829925833076224 144.9668467209345, -37.829796406173344 144.96679801947784, -37.8285662554365 144.9671702206411)))"
com_clue_floor_use_block_2016.749,749,2016,Southbank,0,,0,0,0,0,0,0,0,0,37971,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,82115.8828125,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.82843761679738 144.96848565804785, -37.82837773487655 144.96845799194145, -37.826067880252744 144.96915678553142, -37.82613933201378 144.97128694003777, -37.82633947410517 144.97132862639862, -37.826540509685366 144.97136280702617, -37.82674226160546 144.9713894514913, -37.82694455105064 144.97140853736235, -37.82714720106478 144.97142004556466, -37.82735003306499 144.97142396729288, -37.82755286766397 144.97142029944445, -37.82775552647155 144.9714090445702, -37.827957831213546 144.97139021203517, -37.828289923815476 144.97135682436073, -37.82862243874521 144.97133095073676, -37.82932956340434 144.96889823314262, -37.82843761679738 144.96848565804785)))"
com_clue_floor_use_block_2016.748,748,2016,Southbank,3329,23901,0,4155,1064,,0,0,0,0,22913,0,7190,0,32203,0,0,1109,0,59676,0,676,0,0,0,0,,0,163953.84375,0,0,0,0,0,0,6302,0,0,"MULTIPOLYGON (((-37.82932956340434 144.96889823314262, -37.82862243874521 144.97133095073676, -37.828940717909084 144.97131324270413, -37.82925919229794 144.9713024200354, -37.82957776551639 144.97129848432343, -37.82989634657239 144.9713014370132, -37.82997805179836 144.9710208892606, -37.830445870146114 144.96941450686393, -37.82932956340434 144.96889823314262)))"
com_clue_floor_use_block_2016.850,850,2016,Melbourne (Remainder),0,0,,0,4063,,0,0,0,0,0,104344,0,0,0,0,0,0,0,0,0,0,0,0,,0,4083,0,114540.1875,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.8283451992316 144.98485261567853, -37.82836539688294 144.98472775920015, -37.82796926921116 144.98259675326514, -37.82792135316891 144.9823643864604, -37.82786659130543 144.98213443674229, -37.82780505940416 144.9819072236365, -37.82773684313959 144.98168306525943, -37.827662038899945 144.98146227375082, -37.827580749302854 144.98124515653177, -37.82749308858015 144.98103201502144, -37.827399179033186 144.98082314814198, -37.82729915093528 144.98061884663997, -37.82719314437202 144.98041939530836, -37.82708130649983 144.9802250707889, -37.82698269204368 144.980040455911, -37.826878613442645 144.97986067145777, -37.826769220242106 144.97968597581732, -37.82665466631661 144.97951661702925, -37.82653511809334 144.97935283937716, -37.826410744507314 144.97919487570948, -37.8262817242656 144.9790429506499, -37.826148242283224 144.97889728296676, -37.826010487783996 144.97875807994416, -37.825868657961834 144.97862554069067, -37.825722957060314 144.97849985502845, -37.82458984442387 144.97756630637713, -37.82442510410942 144.9774255096122, -37.82426422077161 144.97727779493542, -37.82410737748215 144.97712332892263, -37.823954752063884 144.97696228737672, -37.82218967522873 144.97496421217505, -37.822042791792434 144.9747199141821, -37.82166096235558 144.97380082427765, -37.8209304034557 144.97076725683834, -37.820654290520714 144.96926985499402, -37.820722394998135 144.96893594770694, -37.81922045406143 144.96824653356234, -37.81909387846127 144.97140475559115, -37.81908658191471 144.97158675197863, -37.81956352600139 144.97345248132115, -37.8204749736472 144.97472075635443, -37.82289463915113 144.9768874226556, -37.82411618090725 144.97819613274996, -37.825626411756865 144.97942380272158, -37.82671721709199 144.9810045890897, -37.82724281177085 144.98233239122445, -37.82771319974618 144.9849550511063, -37.827720852581805 144.9849764310525, -37.8283451992316 144.98485261567853)))"
com_clue_floor_use_block_2016.852,852,2016,Melbourne (Remainder),0,0,196,,1678,,0,,0,0,10660,841950,0,0,0,0,,129345,2917,0,0,112,0,0,,0,0,0,1001499.5625,0,,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.82332680842492 144.97012997308397, -37.823050486524714 144.97108781579462, -37.823023443571934 144.97117261408815, -37.82299089352725 144.97125427757848, -37.82295306004524 144.97133224003807, -37.82291020864683 144.97140595909025, -37.822768424316415 144.97158335150274, -37.822699377204316 144.9716555959395, -37.822634210028156 144.97173335759814, -37.82257319915686 144.97181630626508, -37.82251660433543 144.97190408832853, -37.82246466608071 144.9719963325297, -37.82241760560329 144.97209264542087, -37.822375620440994 144.97219261943704, -37.82233889158671 144.9722958281561, -37.822178706757775 144.97291658523113, -37.82209229904914 144.97339269153267, -37.822057577362365 144.97367368914462, -37.82204542337322 144.97381911686395, -37.82204001480945 144.97396519053694, -37.82204136927286 144.97411141439622, -37.82204948357223 144.9742572886988, -37.82206432847509 144.97440231895752, -37.82208585495438 144.9745460123613, -37.82211398880323 144.97468787905788, -37.822148635236466 144.97482743770766, -37.82218967522873 144.97496421217505, -37.823954752063884 144.97696228737672, -37.82410737748215 144.97712332892263, -37.82426422077161 144.97727779493542, -37.82442510410942 144.9774255096122, -37.82458984442387 144.97756630637713, -37.825722957060314 144.97849985502845, -37.825868657961834 144.97862554069067, -37.826010487783996 144.97875807994416, -37.826148242283224 144.97889728296676, -37.8262817242656 144.9790429506499, -37.826410744507314 144.97919487570948, -37.82653511809334 144.97935283937716, -37.82665466631661 144.97951661702925, -37.826769220242106 144.97968597581732, -37.826878613442645 144.97986067145777, -37.82698269204368 144.980040455911, -37.82708130649983 144.9802250707889, -37.82719314437202 144.98041939530836, -37.82729915093528 144.98061884663997, -37.827399179033186 144.98082314814198, -37.82749308858015 144.98103201502144, -37.827580749302854 144.98124515653177, -37.827662038899945 144.98146227375082, -37.82773684313959 144.98168306525943, -37.82780505940416 144.9819072236365, -37.82786659130543 144.98213443674229, -37.82792135316891 144.9823643864604, -37.82796926921116 144.98259675326514, -37.82836539688294 144.98472775920015, -37.8283451992316 144.98485261567853, -37.830511758303984 144.98442294790144, -37.83325869594531 144.98387762358715, -37.834297280179015 144.98367143053332, -37.83415014421647 144.98253731699143, -37.833914198223546 144.98071885420242, -37.83367931438472 144.97890882705093, -37.83288575711276 144.97279530282145, -37.832919340418066 144.9723498290935, -37.83264034213469 144.97208759711336, -37.83256080775919 144.97201642908087, -37.832478718725376 144.97195003400734, -37.83239425505163 144.97188855579918, -37.83225178262417 144.97179040170784, -37.83214049806117 144.97171788372927, -37.83202668034731 144.97165190953197, -37.83191057251712 144.9715926190076, -37.83179242009114 144.97154013947858, -37.83167247550147 144.97149458103215, -37.83155099276531 144.9714560412115, -37.83142823012851 144.971424601535, -37.831304449203884 144.9714003297926, -37.831179912190606 144.97138327557758, -37.83085948968683 144.9713523191707, -37.830538691124566 144.97132835634685, -37.830217611240705 144.9713113935096, -37.82989634657239 144.9713014370132, -37.82957776551639 144.97129848432343, -37.82925919229794 144.9713024200354, -37.828940717909084 144.97131324270413, -37.82862243874521 144.97133095073676, -37.828289923815476 144.97135682436073, -37.827957831213546 144.97139021203517, -37.82775552647155 144.9714090445702, -37.82755286766397 144.97142029944445, -37.82735003306499 144.97142396729288, -37.82714720106478 144.97142004556466, -37.82694455105064 144.97140853736235, -37.82674226160546 144.9713894514913, -37.826540509685366 144.97136280702617, -37.82633947410517 144.97132862639862, -37.82613933201378 144.97128694003777, -37.8259489852148 144.97124010139174, -37.82575976864465 144.971186474336, -37.82557183530514 144.97112610017518, -37.825385336551996 144.9710590293462, -37.825200421997096 144.9709853157406, -37.82501724042883 144.97090501781494, -37.824957021164465 144.97087740784923, -37.82332680842492 144.97012997308397)))"
com_clue_floor_use_block_2016.740,740,2016,Southbank,0,2297,0,0,,0,0,0,0,0,,0,0,0,,0,0,,0,0,11700,,0,0,0,0,0,0,27011,0,0,0,0,0,0,586,0,0,"MULTIPOLYGON (((-37.82808012767483 144.96461517607653, -37.82869689964577 144.96442874377018, -37.82868626854686 144.96437328980323, -37.82932443601251 144.9641497170399, -37.829366834652085 144.96422623449476, -37.82973409704853 144.96411521706167, -37.8285677416904 144.96296397341317, -37.82809811300844 144.9625058929259, -37.82797281461846 144.96271007711664, -37.827820401080395 144.96281513372216, -37.82771561345348 144.96302039429457, -37.827614018656575 144.9636238492779, -37.82741779429417 144.9643105632606, -37.82748971316451 144.96434677274434, -37.82756378736626 144.96437525290145, -37.82763949438327 144.96439580447367, -37.82771630181171 144.96440828187147, -37.8277936674386 144.96441259771714, -37.82787104913024 144.96440872143768, -37.82794789942774 144.96439667941445, -37.82819564819303 144.96431603608525, -37.82817315001967 144.96439351799327, -37.82808012767483 144.96461517607653)))"
com_clue_floor_use_block_2016.747,747,2016,Southbank,0,7448,0,0,,0,0,0,0,0,2973,0,0,0,6603,0,0,,0,17129,0,0,0,0,0,0,0,0,47023.109375,0,0,0,0,0,0,3141,0,7446,"MULTIPOLYGON (((-37.829925833076224 144.9668467209345, -37.82932956340434 144.96889823314262, -37.830445870146114 144.96941450686393, -37.831046316600485 144.96735256998727, -37.829925833076224 144.9668467209345)))"
com_clue_floor_use_block_2016.807,807,2016,Southbank,18274,15964,0,0,,,0,0,0,0,11930,0,0,0,,0,,3786,0,0,0,,0,0,0,0,0,0,66872.9921875,0,0,0,0,0,,,0,0,"MULTIPOLYGON (((-37.824199746433386 144.95860736002683, -37.82350872097125 144.95943742739018, -37.82330615757877 144.95996603237037, -37.823262666444 144.9608172272971, -37.82559616375085 144.96005052258582, -37.82534935604543 144.9597769312805, -37.824754387435924 144.95911740512022, -37.824594015787326 144.9589396341505, -37.824199746433386 144.95860736002683)))"
com_clue_floor_use_block_2016.815,815,2016,Southbank,0,28,0,0,,0,0,0,0,0,2677,0,0,0,0,0,0,,0,0,0,0,1677,0,0,0,0,0,23421.390625,0,0,17753,0,0,0,0,0,,"MULTIPOLYGON (((-37.8258067258962 144.96026535017856, -37.8259211258598 144.9601259240308, -37.826781264916534 144.95911178517804, -37.8262563683321 144.95887063707855, -37.82615259443919 144.95882296269377, -37.82534935604543 144.9597769312805, -37.82559616375085 144.96005052258582, -37.82580462191833 144.9602632846976, -37.8258067258962 144.96026535017856)))"
com_clue_floor_use_block_2016.734,734,2016,Southbank,0,7806,,0,0,550,,0,0,0,3916,0,0,,9567,0,0,2982,0,26947,0,,0,0,0,0,0,0,82631.65625,0,0,19348,0,0,0,2013,0,,"MULTIPOLYGON (((-37.826781264916534 144.95911178517804, -37.8259211258598 144.9601259240308, -37.82814993722192 144.96115044136687, -37.82817582052636 144.96102517728085, -37.82820669328144 144.96090172199484, -37.82840544918492 144.96011355591543, -37.82843117215737 144.95999584982306, -37.82845488462523 144.95987747529057, -37.826781264916534 144.95911178517804)))"
com_clue_floor_use_block_2016.731,731,2016,Southbank,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3305,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.82764075496906 144.95810174865989, -37.82858553215822 144.9585365324982, -37.828586698797274 144.95832634930406, -37.82858313464587 144.95811620904257, -37.828574841739574 144.95790628098663, -37.828557431441624 144.95763262006156, -37.828534699936675 144.95735957980568, -37.82850666001585 144.95708732580425, -37.82764075496906 144.95810174865989)))"
com_clue_floor_use_block_2016.732,732,2016,Southbank,2950,16093,0,0,,632,0,0,0,0,1566,0,0,0,15363,,0,732,0,47834,0,,0,0,0,0,,0,92385.0234375,0,0,0,0,0,0,1179,0,0,"MULTIPOLYGON (((-37.82764075496906 144.95810174865989, -37.826781264916534 144.95911178517804, -37.82845488462523 144.95987747529057, -37.82848778638298 144.95969192288467, -37.82851575152657 144.95950508838197, -37.828538748504485 144.9593171794703, -37.82855675211111 144.95912840593587, -37.82857052241764 144.95893146063673, -37.82858011767499 144.95873412360174, -37.82858553215822 144.9585365324982, -37.82764075496906 144.95810174865989)))"
com_clue_floor_use_block_2016.733,733,2016,Southbank,0,645,0,0,,0,0,0,0,0,2932,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,6776.04003906,0,0,0,0,0,0,,0,0,"MULTIPOLYGON (((-37.826781264916534 144.95911178517804, -37.82764075496906 144.95810174865989, -37.827114706557005 144.95785966673273, -37.8262563683321 144.95887063707855, -37.826781264916534 144.95911178517804)))"
com_clue_floor_use_block_2016.730,730,2016,Southbank,3661,5575,0,0,1998,0,0,0,0,0,1320,0,0,4386,8885,,0,1763,0,24332,0,,0,0,0,0,0,0,55465.58984375,0,0,0,0,0,0,2031,0,0,"MULTIPOLYGON (((-37.82764075496906 144.95810174865989, -37.82850666001585 144.95708732580425, -37.82846937193687 144.9567864776456, -37.82842560167528 144.9564870209311, -37.82837538283212 144.95618917749695, -37.8283058889671 144.95583174983213, -37.82828038408916 144.9557062080205, -37.82663802424467 144.95764030507615, -37.827114706557005 144.95785966673273, -37.82764075496906 144.95810174865989)))"
com_clue_floor_use_block_2016.729,729,2016,Southbank,0,25607,0,0,0,,0,0,,0,372,0,0,,33914,0,0,4800,0,72106,0,2417,,0,0,0,0,0,147436.28125,0,0,0,0,0,0,,0,0,"MULTIPOLYGON (((-37.82663802424467 144.95764030507615, -37.82828038408916 144.9557062080205, -37.82825405639869 144.95557947786102, -37.82818871904734 144.95527644845006, -37.82812024597228 144.9549745218884, -37.828118554726466 144.95496696200067, -37.82791864470246 144.9550415074562, -37.827720871452094 144.9551246225732, -37.82752546757049 144.95521620997832, -37.827332661009535 144.9553161644772, -37.8271426758803 144.95542436735204, -37.826955735273565 144.95554069310072, -37.82677205759792 144.95566500613, -37.82659185656014 144.95579715961986, -37.82561038015401 144.95698345581772, -37.825563384456615 144.95714578218005, -37.82663802424467 144.95764030507615)))"
com_clue_floor_use_block_2016.804,804,2016,Southbank,20268,57756,0,0,14107,2984,0,0,0,0,27324,0,,65128,19183,0,18065,73872,,,0,47548,,154,0,,30,0,438893.0625,0,0,,0,0,0,4316,0,,"MULTIPOLYGON (((-37.82364740164818 144.95219395781817, -37.82366124960538 144.95327938496447, -37.82366458687985 144.95354105131585, -37.82310275616476 144.9559968737463, -37.82510654955506 144.9569335063396, -37.82515448195348 144.9567679466423, -37.82619494521147 144.95547043276366, -37.827675382615936 144.95298588432166, -37.82765333011326 144.9528873100397, -37.8275858809461 144.95256061090348, -37.827452302750665 144.95178469666575, -37.82731753162019 144.95100784463526, -37.82722784274721 144.95045196754293, -37.82721253961667 144.95035374982228, -37.82716554695175 144.95005213393068, -37.82714195247711 144.9499007005627, -37.82702384113303 144.9491426551502, -37.82692740775155 144.94852376262233, -37.82688240028224 144.94813429676697, -37.82691238975315 144.94812908962297, -37.82683650689434 144.9474355083758, -37.82699769405228 144.94724704959413, -37.82689147632322 144.94689663709525, -37.82654135839601 144.94709684257322, -37.825711838818485 144.9479490737121, -37.82523575750261 144.94816969931412, -37.824969192563444 144.9481785426935, -37.82451885955343 144.94819348254038, -37.82441464448699 144.9480798312627, -37.8240634677236 144.9478414296166, -37.8238999929806 144.9477557967352, -37.823340119658816 144.94758197944893, -37.82336946617084 144.94792303695831, -37.823383796692774 144.9480895887926, -37.82363180399277 144.95097236824898, -37.82364740164818 144.95219395781817)))"
com_clue_floor_use_block_2016.851,851,2016,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48550,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-37.82218967522873 144.97496421217505, -37.822148635236466 144.97482743770766, -37.82211398880323 144.97468787905788, -37.82208585495438 144.9745460123613, -37.82206432847509 144.97440231895752, -37.82204948357223 144.9742572886988, -37.82204136927286 144.97411141439622, -37.82204001480945 144.97396519053694, -37.82204542337322 144.97381911686395, -37.822057577362365 144.97367368914462, -37.82209229904914 144.97339269153267, -37.822178706757775 144.97291658523113, -37.82233889158671 144.9722958281561, -37.822375620440994 144.97219261943704, -37.82241760560329 144.97209264542087, -37.82246466608071 144.9719963325297, -37.82251660433543 144.97190408832853, -37.82257319915686 144.97181630626508, -37.822634210028156 144.97173335759814, -37.822699377204316 144.9716555959395, -37.822768424316415 144.97158335150274, -37.82291020864683 144.97140595909025, -37.82295306004524 144.97133224003807, -37.82299089352725 144.97125427757848, -37.823023443571934 144.97117261408815, -37.823050486524714 144.97108781579462, -37.82332680842492 144.97012997308397, -37.820722394998135 144.96893594770694, -37.820654290520714 144.96926985499402, -37.8209304034557 144.97076725683834, -37.82166096235558 144.97380082427765, -37.822042791792434 144.9747199141821, -37.82218967522873 144.97496421217505)))"
com_clue_floor_use_block_2016.801,801,2016,Southbank,6879,50471,,0,6353,7025,0,0,0,0,55906,,26680,0,23077,0,0,8775,0,88106,,2623,0,0,0,14210,0,0,306206,0,0,0,0,13481,0,1193,0,0,"MULTIPOLYGON (((-37.81974299159314 144.96475635062856, -37.819852349114555 144.96479210925236, -37.81987026315751 144.96481575448396, -37.81988492288507 144.96484272681425, -37.819895944881026 144.96487232448, -37.819903040912365 144.96490377380346, -37.81990608901229 144.9649327816483, -37.8199057061436 144.9649620393695, -37.8201094511106 144.96501261793784, -37.82028638375794 144.96513053467217, -37.82039056577689 144.96520743937722, -37.82039367516092 144.96519635141584, -37.820570869965145 144.96527312904647, -37.821014332569526 144.96546528141596, -37.821828477463654 144.96581805440107, -37.822619532884744 144.96401042247618, -37.82168314177209 144.96298792684885, -37.82139291332865 144.962689760907, -37.82130370021303 144.96261573149505, -37.82121565167766 144.96275014297026, -37.820952629832824 144.9624797748037, -37.820847295378734 144.9624081354847, -37.82072016172147 144.96232167066677, -37.820668676107644 144.96238230078518, -37.820665363183494 144.9623968174048, -37.82061373429821 144.9624579194156, -37.82008784857754 144.96308028179104, -37.81974299159314 144.96475635062856)))"
com_clue_floor_use_block_2016.810,810,2016,Southbank,6497,31746,0,0,0,380,0,0,0,0,,0,0,0,55728,0,0,1665,0,153127,0,,0,0,0,0,,0,251934.03125,0,0,0,0,0,0,,0,0,"MULTIPOLYGON (((-37.82513928771338 144.96104419765715, -37.82381212204859 144.9626018514347, -37.824616139625654 144.9636950667128, -37.82594364264248 144.9621344151236, -37.82513928771338 144.96104419765715)))"
