FID,ogc_fid,bld_pid,dt_create,dt_mod,capt_date,bld_rv_dt,bld_src,qual_class,loc_pid,state,add_count,sp_adj,sp_rv_dt,solar_p,solp_rv_dt,plan_zone,roof_hgt,eave_hgt,grd_elev,grd_el_src,pr_rf_mat,roof_type,roof_clr,mb_code,num_vert,area,volume,bld_gm_qlt,cntrd_long,cntrd_lat,est_lev,roof_shape,tree_overh,wkb_geometry
geoscape_melbourne_buildings_jun22.2461857,2461857,bld29cc65091b37,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,7,No,2021-04-04,Yes,2021-04-04,Special Use,26.8,26.8,30.23,5m,Metal,Flat,#AAB1B1,20394580000,11,544.02,12416.27,,144.97141,-37.81205,8,Flat,Yes,"POLYGON ((-37.81213417 144.971485392, -37.812187679000004 144.97129955600002, -37.812082703 144.97125153000002, -37.812023743000005 144.971224564, -37.811965515000004 144.971426817, -37.811929079 144.971553344, -37.8120022 144.971586795, -37.812055755 144.97161129600002, -37.812088951 144.971495989, -37.812092182 144.971484769, -37.812129442 144.97150181, -37.81213417 144.971485392))"
geoscape_melbourne_buildings_jun22.2461865,2461865,bld52beaf3b0fbc,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,31,No,2021-04-04,Yes,2021-04-04,Special Use,141.54,141.54,27.82,5m,Flat Concrete,Flat,#B5B2A7,20393690000,28,2188.12,291503.43,,144.97074,-37.80924,47,Flat,No,"POLYGON ((-37.809622307000005 144.970847668, -37.80956374 144.97082052300001, -37.809576636 144.970776597, -37.809486675 144.97071670100001, -37.80949753 144.970690789, -37.809452451000006 144.970669761, -37.809445505 144.970693418, -37.809234538000005 144.97059502300002, -37.809099592 144.970532076, -37.809052178 144.970509953, -37.809064972 144.970466394, -37.809045404 144.970457275, -37.809050119000005 144.97044122100002, -37.808929827 144.970385109, -37.80888404 144.970541034, -37.808847941 144.970663991, -37.808853373000005 144.970666523, -37.80885225 144.970670371, -37.808884819 144.97068556300002, -37.808904079 144.970694543, -37.808901576000004 144.970703073, -37.808919973 144.97071164500002, -37.808978361 144.97073888600002, -37.809032352 144.970764067, -37.809488296000005 144.97107749, -37.809499268 144.971040092, -37.809558207 144.971067409, -37.80958924 144.970961014, -37.809622307000005 144.970847668))"
geoscape_melbourne_buildings_jun22.2462041,2462041,bld54276b861ccf,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,21,No,2021-04-04,No,2021-04-04,Special Use,16.28,16.28,28.94,5m,Flat Concrete,Moderate pitch or complexity,#C9CFCA,20393932000,28,1031.64,12273.82,,144.97123,-37.81129,5,Gabled,No,"POLYGON ((-37.811447727 144.97134634600002, -37.811479134 144.97136056000002, -37.811486332 144.971335282, -37.811513352000006 144.971347514, -37.811533416 144.971277073, -37.811550292 144.97121783900002, -37.811267206000004 144.97108971100002, -37.811206580000004 144.97106226900002, -37.811110322000005 144.971018707, -37.811092757000004 144.97108035600002, -37.81109896 144.971083162, -37.811095927000004 144.971093809, -37.811061286000005 144.97107812800002, -37.811045123 144.971134877, -37.811130082000005 144.97117333, -37.811114751000005 144.971227126, -37.811106813 144.971223538, -37.811089189 144.971285404, -37.811061269 144.971272776, -37.811057538 144.971285873, -37.811144096 144.97132505500002, -37.811176133000004 144.97121261, -37.811225796 144.97123508200002, -37.811193768 144.971347527, -37.811395883 144.97143901200002, -37.811409013 144.971392955, -37.81143239 144.97131087100001, -37.811454924 144.971321068, -37.811447727 144.97134634600002))"
geoscape_melbourne_buildings_jun22.2462082,2462082,bld1ed3ef427f9b,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Special Use,23.2,21.5,32.92,5m,Flat Concrete,Steep pitch or high complexity,#E5E8DB,20394000000,7,56.56,1312.14,,144.97257,-37.81084,7,Hipped,No,"POLYGON ((-37.810867188 144.972625671, -37.81087023 144.972615013, -37.810886377 144.97255831, -37.810889122 144.972548682, -37.810822537 144.972518551, -37.81081709 144.972537692, -37.810800604 144.97259554000001, -37.810867188 144.972625671))"
geoscape_melbourne_buildings_jun22.2462095,2462095,bld4bb445a9ce02,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,2,No,2021-04-04,No,2021-04-04,Special Use,23.18,23.18,32.82,5m,Metal,Flat,#67605B,20394570000,4,114.84,2662.3,,144.97269,-37.81184,7,Flat,No,"POLYGON ((-37.811875050000005 144.972775031, -37.811908595000006 144.972658523, -37.811819243 144.972617644, -37.811785876 144.972733522, -37.811875050000005 144.972775031))"
geoscape_melbourne_buildings_jun22.2462108,2462108,bld12e7410b520c,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,4.74,4.43,23.09,5m,Flat Concrete,Steep pitch or high complexity,#A0A7A1,20631945420,6,77.74,363.19,,144.96887,-37.80931,1,Hipped,Yes,"POLYGON ((-37.809363277 144.968839731, -37.809313565000004 144.968816548, -37.809298375000004 144.968809467, -37.809266728000004 144.96891725400002, -37.809281919 144.96892434600002, -37.809331631 144.96894753, -37.809363277 144.968839731))"
geoscape_melbourne_buildings_jun22.2462896,2462896,bld0d2ea27bf6ca,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,14,No,2021-04-04,No,2021-04-04,Special Use,12.48,12.48,31,5m,Metal,Flat,#D3D3C5,20394580000,5,60.31,752.74,,144.97182,-37.81192,4,Flat,Yes,"POLYGON ((-37.811977683 144.97187163700002, -37.811990803 144.971826069, -37.811963580000004 144.971813615, -37.811871139000004 144.971771321, -37.811858019 144.97181689, -37.811977683 144.97187163700002))"
geoscape_melbourne_buildings_jun22.2462347,2462347,bld705ab36d6c73,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,63,No,2021-04-04,No,2021-04-04,Special Use,30.6,30.6,27.76,5m,Flat Concrete,Flat,#A3A69B,20394060000,34,346.29,10595.34,,144.97091,-37.80999,10,Flat,Yes,"POLYGON ((-37.809912556 144.97097568700002, -37.809927138 144.970924491, -37.809951252000005 144.970935406, -37.80993667 144.970986602, -37.810092764000004 144.971057252, -37.810111688 144.97099080700002, -37.810085076 144.970978768, -37.810104689 144.970909919, -37.810055680000005 144.970887748, -37.810040077000004 144.970942482, -37.810020104 144.970933441, -37.810035698 144.97087869700002, -37.810014217 144.970868982, -37.810028494 144.970818885, -37.810007259 144.97080927800002, -37.810014575000004 144.97078359900001, -37.80994899 144.97075392000002, -37.809942877000005 144.970751156, -37.809936538 144.970748286, -37.809931728 144.970765172, -37.809938068 144.970768042, -37.809933513000004 144.970784035, -37.809927173000005 144.970781165, -37.809919211 144.970809121, -37.809925551 144.97081199200002, -37.809919415 144.97083351400002, -37.809913075000004 144.97083064400002, -37.809905113 144.9708586, -37.809911453000005 144.97086147000002, -37.809905615000005 144.970881951, -37.809899275 144.97087908100002, -37.809891313 144.97090703700002, -37.809897652000004 144.97090990700002, -37.809882756 144.970962202, -37.809912556 144.97097568700002))"
geoscape_melbourne_buildings_jun22.2462415,2462415,bld479d1e6a914c,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,4,No,2021-04-04,No,2021-04-04,Special Use,19.49,19.49,31.04,5m,Metal,Flat,#D0D2CB,20394580000,5,242.95,4734.12,,144.97159,-37.81216,6,Flat,No,"POLYGON ((-37.812177045000006 144.971666771, -37.812246251000005 144.971698432, -37.812279447 144.971583126, -37.812088951 144.971495989, -37.812055755 144.97161129600002, -37.812177045000006 144.971666771))"
geoscape_melbourne_buildings_jun22.2462445,2462445,bld7ada4d89b06e,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,31,No,2021-04-04,No,2021-04-04,Special Use,8.79,8.79,29.83,5m,Flat Concrete,Flat,#D8DACB,20393690000,7,21.8,182.71,,144.971,-37.80886,2,Flat,No,"POLYGON ((-37.808904337 144.971000288, -37.808897542000004 144.970997135, -37.808871960000005 144.97098528400002, -37.808840692000004 144.970970794, -37.808831690000005 144.971001663, -37.808862949 144.971016142, -37.808895334 144.97103115800002, -37.808904337 144.971000288))"
geoscape_melbourne_buildings_jun22.2462526,2462526,bld48b1418596f0,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,0,No,2021-04-04,No,2021-04-04,Special Use,21.79,21.79,24.26,5m,Flat Concrete,Flat,#272431,20393890000,14,283.38,6174.76,,144.96997,-37.81144,6,Flat,No,"POLYGON ((-37.811429353 144.970071034, -37.811436941000004 144.970044382, -37.811515996000004 144.97008015600002, -37.811533689 144.970018071, -37.811540767000004 144.96999322800002, -37.811532275000005 144.969989383, -37.811529233 144.96996398800002, -37.811525872000004 144.96996246700002, -37.811528863 144.96995196900002, -37.811520707 144.96994828500002, -37.811532060000005 144.969908433, -37.811402169000004 144.96984965200002, -37.811374314000005 144.96994741, -37.811349408000005 144.97003485300002, -37.811429353 144.970071034))"
geoscape_melbourne_buildings_jun22.2462612,2462612,bldf15773c44d1d,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,5,No,2021-04-04,No,2021-04-04,Special Use,11.24,9.87,22.14,5m,Flat Concrete,Moderate pitch or complexity,#E1E1DC,20393843000,11,193.8,2178.58,,144.96947,-37.81036,2,Hipped,No,"POLYGON ((-37.810305976 144.96957571500002, -37.81031592 144.969575431, -37.81039276 144.969611276, -37.81042055 144.969516588, -37.810384992 144.969500001, -37.810374254 144.969495002, -37.810406744000005 144.96938434, -37.810424355 144.96932434800001, -37.810375215 144.969301432, -37.810301094 144.96955388, -37.810297243 144.96955580300002, -37.810305976 144.96957571500002))"
geoscape_melbourne_buildings_jun22.2462745,2462745,bld7b2460272ed0,2020-06-30,2022-03-26,2017-01-06,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,7,No,2021-04-04,No,2021-04-04,Special Use,15.1,15.1,27.91,5m,Flat Concrete,Flat,#E4E5DA,20394050000,10,818.5,11936.59,,144.97115,-37.81052,4,Flat,No,"POLYGON ((-37.810679502 144.97133288700002, -37.810693472000004 144.971339218, -37.81074694 144.971151525, -37.810420484000005 144.971003765, -37.810351719 144.97097265000002, -37.810305117000006 144.97113622100002, -37.810298251 144.97116033100002, -37.810305526 144.97116363, -37.810367016 144.97119145800002, -37.810433173 144.971221406, -37.810679502 144.97133288700002))"
geoscape_melbourne_buildings_jun22.2462782,2462782,bldae5be897ffac,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Special Use,26.94,26.94,21.75,5m,Flat Concrete,Flat,#E3E4DF,20393843000,12,735.92,15570.76,,144.96942,-37.81086,8,Flat,No,"POLYGON ((-37.810977987 144.969189728, -37.810938423 144.969171286, -37.810856187 144.96913292000002, -37.810793651000004 144.969345933, -37.810825321 144.969360706, -37.810814153 144.969398724, -37.810788881 144.969484813, -37.810780114 144.969514666, -37.810741913 144.969644807, -37.810880675 144.969709534, -37.810969267000004 144.96940779800002, -37.810920626000005 144.96938510700002, -37.810977987 144.969189728))"
geoscape_melbourne_buildings_jun22.2463586,2463586,bld761a5bb35315,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,No,2021-04-04,Special Use,9.09,8.11,32.56,5m,Metal,Moderate pitch or complexity,#E5EAE1,20394570000,4,106.37,966.94,,144.97235,-37.81207,2,Hipped,No,"POLYGON ((-37.812076654 144.972455357, -37.812127189 144.97227983800002, -37.812072398000005 144.972254768, -37.812021864 144.972430287, -37.812076654 144.972455357))"
geoscape_melbourne_buildings_jun22.2462877,2462877,blde0a3127ca474,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,70,No,2021-04-04,No,2021-04-04,Special Use,55.41,55.41,20.77,5m,Flat Concrete,Flat,#C3BAA8,20393902000,15,132.98,6942.57,,144.96906,-37.81221,18,Flat,No,"POLYGON ((-37.812329966 144.96883846400002, -37.812290547 144.968820064, -37.812283312000005 144.96884469600002, -37.812298629000004 144.968851841, -37.812238161 144.96905778200002, -37.812222853 144.96905063600002, -37.812122738 144.969003944, -37.812113469 144.96903552700002, -37.812110013 144.969047299, -37.812108703 144.969051753, -37.812150856 144.96907140800002, -37.812176557 144.969083404, -37.812208818 144.96909844500001, -37.812213584000006 144.969082218, -37.812253003 144.96910060800002, -37.812329966 144.96883846400002))"
geoscape_melbourne_buildings_jun22.2462922,2462922,bld0be842308d0b,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,9.53,9.53,29.09,5m,Flat Concrete,Flat,#2B2B35,20393931000,6,16.42,156.59,,144.971,-37.81159,2,Flat,No,"POLYGON ((-37.811585171000004 144.971016635, -37.811594699000004 144.971020952, -37.811612255 144.97102890000002, -37.811623056 144.970990994, -37.811583774 144.97097322500002, -37.811572982 144.971011119, -37.811585171000004 144.971016635))"
geoscape_melbourne_buildings_jun22.2463043,2463043,bld18eb686d29d9,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,4,No,2021-04-04,No,2021-04-04,Special Use,10.52,8.82,31.55,5m,Metal,Moderate pitch or complexity,#E6E8DF,20394580000,6,64.78,681.4,,144.97198,-37.81189,2,Hipped,Yes,"POLYGON ((-37.81189869 144.972006337, -37.811958749000006 144.972033807, -37.81197044 144.97199319700002, -37.811948213 144.97198302500001, -37.811826251 144.971927238, -37.811814551000005 144.971967849, -37.81189869 144.972006337))"
geoscape_melbourne_buildings_jun22.2463065,2463065,bld7349da872415,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,18,No,2021-04-04,No,2021-04-04,Special Use,100.16,100.16,24.89,5m,Flat Concrete,Flat,#CBCABC,20394050000,64,3367.39,50098.19,,144.9704,-37.8106,33,Flat,Yes,"POLYGON ((-37.810403616 144.970654055, -37.810407984 144.97063872500001, -37.810361872 144.97061786100002, -37.810378196 144.97056056300002, -37.810469076000004 144.970601692, -37.810472637000004 144.97058918000002, -37.8108511 144.970760469, -37.810978336000005 144.970313815, -37.810978729000006 144.970311544, -37.810979068 144.97030926300002, -37.810979335 144.970306972, -37.810979539 144.970304661, -37.810979688 144.97030235100002, -37.810979765 144.97030003100002, -37.810979779 144.970297714, -37.81097973 144.97029539800002, -37.810979609 144.97029307300002, -37.810979434000004 144.970290772, -37.810979187 144.970288461, -37.810978886 144.970286175, -37.810978514000006 144.970283902, -37.810978088 144.970281653, -37.810977589000004 144.970279406, -37.810977037 144.97027719500002, -37.810976423 144.97027500800002, -37.810975746000004 144.970272857, -37.810975016 144.97027073, -37.810974222000006 144.970268628, -37.810973367 144.970266573, -37.810972467 144.97026455300002, -37.810971505000005 144.97026258, -37.810970489 144.97026064300002, -37.81096942 144.970258752, -37.810968298 144.970256909, -37.810967123000005 144.970255124, -37.810965903 144.970253385, -37.810964639000005 144.97025169300002, -37.810963323 144.970250071, -37.810961971000005 144.97024850600002, -37.810960566000006 144.970246988, -37.810959126 144.970245551, -37.810957651 144.97024416000002, -37.810956133000005 144.97024285, -37.810954579000004 144.970241598, -37.810953000000005 144.970240426, -37.810951377 144.970239311, -37.810456528 144.97001534900002, -37.810374322 144.970303935, -37.810345258000005 144.970290782, -37.810326794000005 144.970308088, -37.810292191 144.970429542, -37.810333245 144.97044812500002, -37.810312859 144.970519676, -37.810176756000004 144.970458078, -37.810156828000004 144.97044906000002, -37.810119991 144.970578367, -37.810024851 144.970535309, -37.810061688000005 144.970406002, -37.810083493 144.97032944900002, -37.810071703000006 144.970324104, -37.810007954 144.970547892, -37.810198253 144.970634029, -37.810216651000005 144.970569439, -37.810350519 144.97063003, -37.810403616 144.970654055))"
geoscape_melbourne_buildings_jun22.2463247,2463247,bldbee4c349ce5d,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,20,No,2021-04-04,No,2021-04-04,Special Use,9.21,7.51,24.3,5m,Flat Concrete,Steep pitch or high complexity,#4F5E64,20393690000,5,75,691.11,,144.96957,-37.80911,2,Hipped,No,"POLYGON ((-37.809142855000005 144.969632248, -37.809167914 144.96954689400002, -37.809150362000004 144.96953870800002, -37.809088839000005 144.969510009, -37.809063781 144.96959537400002, -37.809142855000005 144.969632248))"
geoscape_melbourne_buildings_jun22.2463308,2463308,bld11ada99d7bf9,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,7,No,2021-04-04,No,2021-04-04,Special Use,14.88,14.88,23.88,5m,Flat Concrete,Flat,#D5D2C1,20393890000,9,249.1,3764.49,,144.96993,-37.8113,4,Flat,No,"POLYGON ((-37.811402169000004 144.96984965200002, -37.811331388 144.969817616, -37.811303533 144.969915385, -37.811232752 144.969883349, -37.81121752 144.969876451, -37.811189079 144.969976315, -37.811345873 144.970047274, -37.811349408000005 144.97003485300002, -37.811374314000005 144.96994741, -37.811402169000004 144.96984965200002))"
geoscape_melbourne_buildings_jun22.2463327,2463327,bld0c4b462af823,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,20,No,2021-04-04,No,2021-04-04,Special Use,13.64,13.64,23.11,5m,Flat Concrete,Moderate pitch or complexity,#3B3E3C,20393690000,25,872.76,12529.97,,144.97005,-37.80966,4,Hipped,No,"POLYGON ((-37.809863543000006 144.97003828, -37.809764073000004 144.969991877, -37.809761417000004 144.970000935, -37.809706345 144.96997525, -37.809662502 144.969954801, -37.809614946 144.970116796, -37.809573237 144.970097334, -37.809472446 144.970440618, -37.809621246 144.97051002400002, -37.809671194 144.970533327, -37.809676387 144.97051563600002, -37.809716396 144.970534305, -37.809747516 144.970428281, -37.809650735000005 144.970383134, -37.809626552000005 144.97037185800002, -37.809617001 144.97040436700001, -37.809600457 144.97039665300002, -37.809609999 144.970364144, -37.809554782 144.970338384, -37.809567796 144.97029404600002, -37.809607333 144.970312478, -37.809633449 144.970223551, -37.80965844 144.97013841400002, -37.809812982000004 144.970210501, -37.809838535000004 144.97012346300002, -37.809863543000006 144.97003828))"
geoscape_melbourne_buildings_jun22.2463405,2463405,bld7b72b9c9b52a,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,4,No,2021-04-04,No,2021-04-04,Special Use,10.84,10.05,22.25,5m,Flat Concrete,Moderate pitch or complexity,#C8CBC6,20393843000,17,179.77,1904.55,,144.96959,-37.81046,2,Hipped,No,"POLYGON ((-37.810502314000004 144.96948101, -37.810483281 144.969545845, -37.810455745000006 144.969533003, -37.81042055 144.969516588, -37.81039276 144.969611276, -37.810490185 144.96965671200002, -37.810516675 144.969566501, -37.810517985000004 144.969562035, -37.810539001 144.969490466, -37.810525483 144.969484157, -37.810536948 144.969445075, -37.810474735 144.96941606500002, -37.810485119 144.969380682, -37.810463425 144.96937056500002, -37.810453040000006 144.969405937, -37.810439592 144.969451752, -37.810474777 144.969468167, -37.810502314000004 144.96948101))"
geoscape_melbourne_buildings_jun22.2463435,2463435,bld620f9c70a6d9,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,10.09,8.39,27.97,5m,Flat Concrete,Moderate pitch or complexity,#29353D,20394050000,6,98.6,994.65,,144.97097,-37.81014,2,Hipped,No,"POLYGON ((-37.810142755 144.971079873, -37.81014708 144.97106469300002, -37.810193682000005 144.97090112200001, -37.810143691 144.9708785, -37.810111688 144.97099080700002, -37.810092764000004 144.971057252, -37.810142755 144.971079873))"
